#
1טער קאפיטעל	CHAPTER I .
דער טומעל איז געווען זעהר גרויס .	
אלע האבען גערעדט און געשפארט זיך .	
דעראנדא האט זיי ניט געוואלט פרעגען וואס דא איז , ער האט בעסערבעשלאסען צו שטעהן און צוקוקען וואס דא אין .	
ער איז צוגעגאנגען נעהנטער און געזעהן ווי רי מענשען האלטעןטעלעסקאפען און קוקען אויפ'ן שיפעל . ער האט געהערט ווי זיי זאגען , אזאין שיפעל ליעגט א דערטרונקענער , אנדערע האבען געזאגט אז דאס איזדער ענגלישער לארד וואס איז מיט'ן ווייב גע - פאהרען אין שיפעל .	`` It 's very indecent of Deronda to go about praising that girl , '' said Grandcourt in a tone of indifference .
ניין ,דאס איז די ליידי דערטרונקען געווארען , האבען אנדערע געזאגט .	
#
אזוי האבען זיי זיך געשפארט און דעראנדא האט דאס געהערט און האטזיך שטארק דערשראקען , ער האט זיך שוין' פארגעשטעלט די ערגסטע שרעקענסבילדער , ער האט ניט געקענט איינשטעהן , ער האט גאר געציטערט אויבגווענדאלין האט זיך טאקי דערטרונקען .	`` Indecent ! `` exclaimed Gwendolen , reddening and looking at him again , overcome by startled wonder , and unable to reflect on the probable falsity of the phrase -- '' to go about praising .
. .	``
#
עס האט אבער ניט לאנג געדויערט און דאס שיפעל איז צוגעקומען צום ברעג . דעראנדא האט געזעהן ווי גווענדאלין וויל זיך אויפהויבען פון דעם פאקקליידער וואס איז געלעגען אויף איהר , דאס האבען די מאטראזען זיצוגעדעקט , זי איז געווען בלאס ווי די וואנד און אויסגעזעהן ווי אטויטער אונטער רער שווארצער צודעק , זי האט געציטערט אין גאנצען , פוןאיהרע האר האט זיך געגאסען וואסער , זי האט ברייט געעפענט איהרעאויגען און זיך ארומגעקוקט אויף אלע זייטען און זי האט זיך געפיהלט וויא גנב וואס מען כאפט ביי דער האנד און באלד וועט מען זי שליסען איןקיי .	`` Yes ; and especially when she is patronized by Lady Mallinger . He ought to hold his tongue about her .
טען און אוועקפיהרען אין טורמע .	Men can see what is his relation to her .
. .	``
#
איין מאטראז איז גלייך ארויסגעשפרונגען אויפ'ן ברעג , דאס וואסערהאט גערונען פון איהם און ער איז אוועק צו זיך אין ביידעל .	`` Men who judge of others by themselves , '' said Gwendolen , turning white after her redness , and immediately smitten with a dread of her own words .
#
	`` Of course .
דעראנדא האט געוואלט צוגעהן צום שיפעל , האבען די מאטראזען איהםאבער ניט צוגעלאזען . ער האט א קוק געטאן אויף גווענדאלין און געזעהןווי זי קוקט זיך ארום אויף אלע זייטען ווי א משוגענע וואס האט מוראמען זאל איהר ניט טאן קיין בייז .	And a woman should take their judgment -- else she is likely to run her head into the wrong place , '' said Grandcourt , conscious of using pinchers on that white creature . `` I suppose you take Deronda for a saint .
	``
#
רי מאטראזען האבען זי אנגענומען מיט זייערע גראבע הענד ,ארויסגענומען פון שיפעל און אוועקגעשטעלט אויפ'ן ברעג .	`` Oh dear no ! `` said Gwendolen , summoning desperately her almost miraculous power of self-control , and speaking in a high hard tone .
די קליידערזיינען איהר געווען צוגעקלעבט צו דעם לייב און האבען איהר געשטערט איןגעהן .	`` Only a little less of a monster . ``
#
	She rose , pushed her chair away without hurry , and walked out of the room with something like the care of a man who is afraid of showing that he has taken more wine than usual .
	She turned the keys inside her dressing-room doors , and sat down for some time looking pale and quiet as when she was leaving the breakfast-room .
	Even in the moments after reading the poisonous letter she had hardly had more cruel sensations than now ; for emotion was at the acute point , where it is not distinguishable from sensation .
	Deronda unlike what she had believed him to be , was an image which affected her as a hideous apparition would have done , quite apart from the way in which it was produced .
פלוצלונג האט זי דרזעהן דעראנדא'ן און דאס האט זי ניט איבערראשט ,זי , האט עפעס דערווארט אז ער זאל דא זיין , זי האטזיך ארויסגעריסען פון די מאטראזען , אויסגעשטרעקט איהרע הענד צודעראנדא'ן און שוואך געזאגט :	It had taken hold of her as pain before she could consider whether it were fiction or truth ; and further to hinder her power of resistance came the sudden perception , how very slight were the grounds of her faith in Deronda -- how little she knew of his life -- how childish she had been in her confidence . His rebukes and his severity to her began to seem odious , along with all the poetry and lofty doctrine in the world , whatever it might be ; and the grave beauty of his face seemed the most unpleasant mask that the common habits of men could put on .
